"VALUE_TYPE","VALUE_CODE","VALUE_DESCRIPTION"
"CONTAMINANT_CODE","2969","p-Dichlorobenzene"
"CONTAMINANT_CODE","2970","trans-1,4-Dichloro-2-butene"
"CONTAMINANT_CODE","2975","Dichloroiodomethane"
"CONTAMINANT_CODE","2976","Vinyl chloride"
"CONTAMINANT_CODE","2977","1,1-Dichloroethylene"
"CONTAMINANT_CODE","2978","1,1-Dichloroethane"
"CONTAMINANT_CODE","2979","trans-1,2-Dichloroethylene"
"CONTAMINANT_CODE","2980","1,2-Dichloroethane"
"CONTAMINANT_CODE","2981","1,1,1-Trichloroethane"
"CONTAMINANT_CODE","2982","Carbon tetrachloride"
"CONTAMINANT_CODE","2983","1,2-Dichloropropane"
"CONTAMINANT_CODE","2984","Trichloroethylene"
"CONTAMINANT_CODE","2985","1,1,2-Trichloroethane"
"CONTAMINANT_CODE","2986","1,1,1,2-Tetrachloroethane"
"CONTAMINANT_CODE","2987","Tetrachloroethylene"
"CONTAMINANT_CODE","2988","1,1,2,2-Tetrachloroethane"
"CONTAMINANT_CODE","2989","CHLOROBENZENE"
"CONTAMINANT_CODE","2990","Benzene"
"CONTAMINANT_CODE","2991","Toluene"
"CONTAMINANT_CODE","2992","Ethylbenzene"
"CONTAMINANT_CODE","2993","Bromobenzene"
"CONTAMINANT_CODE","2994","Isopropylbenzene"
"CONTAMINANT_CODE","2995","m-Xylene"
"CONTAMINANT_CODE","2996","Styrene"
"CONTAMINANT_CODE","2997","o-Xylene"
"CONTAMINANT_CODE","2998","n-Propylbenzene"
"CONTAMINANT_CODE","2999","Note:  (Reserved by MSIS)"
"CONTAMINANT_CODE","2A01","Gasoline"
"CONTAMINANT_CODE","2A02","#2 FUEL OIL"
"CONTAMINANT_CODE","2A03","Jet Fuel"
"CONTAMINANT_CODE","2A04","#4 FUEL OIL"
"CONTAMINANT_CODE","2A05","#5 FUEL OIL"
"CONTAMINANT_CODE","2A06","Motor Oil"
"CONTAMINANT_CODE","2A07","Submersible Pump Oil"
"CONTAMINANT_CODE","2A08","VARSOL"
"CONTAMINANT_CODE","2A09","Propane"
"CONTAMINANT_CODE","2U15","15 Unregulated Phase I VOCs"
"CONTAMINANT_CODE","2U34","34 Unregulated Phase I VOCs"
"CONTAMINANT_CODE","2U36","36 Unregulated Phase I VOCs"
"CONTAMINANT_CODE","2V07","7 Regulated Phase I VOCs"
"CONTAMINANT_CODE","2V08","8 Regulated Phase I VOCs"
"CONTAMINANT_CODE","3000","Coliform (Pre-TCR)"
"CONTAMINANT_CODE","3001","Heterotrophic Bacteria (HPC or SPC)"
"CONTAMINANT_CODE","3002","ENTEROCOCCI"
"CONTAMINANT_CODE","3003","Fecal Streptococcus"
"CONTAMINANT_CODE","3004","Staphylococcus"
"CONTAMINANT_CODE","3005","Non-coliform Growth Identification"
"CONTAMINANT_CODE","3006","Iron Bacteria Id"
"CONTAMINANT_CODE","3007","Salmonella-Shigella"
"CONTAMINANT_CODE","3008","Giardia lamblia"
"CONTAMINANT_CODE","2410","1,1-Dichloropropene"
"CONTAMINANT_CODE","2412","1,3-Dichloropropane"
"CONTAMINANT_CODE","2413","1,3-DICHLOROPROPENE"
"CONTAMINANT_CODE","2416","2,2-Dichloropropane"
"CONTAMINANT_CODE","2418","1,2,4-Trimethylbenzene"
"CONTAMINANT_CODE","3009","Fungus /ml"
"CONTAMINANT_CODE","3010","Virus PFU/gal"
"CONTAMINANT_CODE","3011","Actinomycetes /ml"
"CONTAMINANT_CODE","3012","Legionella"
"CONTAMINANT_CODE","3013","Fecal Coliform"
"CONTAMINANT_CODE","3014","E. COLI"
"CONTAMINANT_CODE","3015","Cryptosporidium"
"CONTAMINANT_CODE","3016","SHIGELLA"
"CONTAMINANT_CODE","3017","PSEUDOMONAS"
"CONTAMINANT_CODE","3018","CLOSTRIDIUM"
"CONTAMINANT_CODE","3019","CAMPYLOBACTER JEJUNI"
"CONTAMINANT_CODE","3020","VIBRIO CHOLERAE"
"CONTAMINANT_CODE","3021","LEPTOSPIRES"
"CONTAMINANT_CODE","3022","YERSINIA ENTEROCOLITICA"
"CONTAMINANT_CODE","3023","ENTEROBACTER"
"CONTAMINANT_CODE","3024","KLEBSIELLA"
"CONTAMINANT_CODE","3025","CITROBACTER"
"CONTAMINANT_CODE","2453","Monobromoacetic acid"
"CONTAMINANT_CODE","2454","Dibromoacetic acid"
"CONTAMINANT_CODE","2455","Bromochloroacetic Acid"
"CONTAMINANT_CODE","2456","Total Haloacetic Acids (HAA5)"
"CONTAMINANT_CODE","2458","METHYL IODINE"
"CONTAMINANT_CODE","2460","Chloral hydrate"
"CONTAMINANT_CODE","2461","Dichloroacetonitrile"
"CONTAMINANT_CODE","2462","Bromochloroacetonitrile"
"CONTAMINANT_CODE","2463","1,1-Dichloropropanone"
"CONTAMINANT_CODE","2464","1,1,1-Trichloropropanone"
"CONTAMINANT_CODE","2465","Chloropicrin"
"CONTAMINANT_CODE","2466","Chloroacetonitrile"
"CONTAMINANT_CODE","2467","METHACRYLONITRILE"
"CONTAMINANT_CODE","2468","Propionitrile"
"CONTAMINANT_CODE","2469","2-Nitropropane"
"CONTAMINANT_CODE","2470","ACETALDEHYDE"
"CONTAMINANT_CODE","2471","Propanal"
"CONTAMINANT_CODE","2472","Butanal"
"CONTAMINANT_CODE","2473","Pentanal"
"CONTAMINANT_CODE","2474","Glyoxal"
"CONTAMINANT_CODE","2475","Methyl gloyoxal"
"CONTAMINANT_CODE","2476","Hexanal"
"CONTAMINANT_CODE","2477","Heptanal"
"CONTAMINANT_CODE","2478","Octanal"
"CONTAMINANT_CODE","2479","Benzaldehyde"
"CONTAMINANT_CODE","2480","Nonanal"
"CONTAMINANT_CODE","2481","Decanal"
"CONTAMINANT_CODE","2485","AOC/BDOC"
"CONTAMINANT_CODE","2520","Vinyl 2-chloroethyl ether"
"CONTAMINANT_CODE","2545","TERBUFOS"
"CONTAMINANT_CODE","2570","FONOFOS"
"CONTAMINANT_CODE","2590","MOCAP"
"CONTAMINANT_CODE","2595","Metribuzin"
"CONTAMINANT_CODE","2605","THIMET"
"CONTAMINANT_CODE","2615","Prowl"
"CONTAMINANT_CODE","2620","Amiben"
"CONTAMINANT_CODE","2625","BENTAZON"
"CONTAMINANT_CODE","2626","MOLINATE"
"CONTAMINANT_CODE","2635","BOLSTAR"
"CONTAMINANT_CODE","2650","DICHLOROETHYLENE, TOTAL"
"CONTAMINANT_CODE","2655","1,3-Dichloropropylene, Total"
"CONTAMINANT_CODE","2727","THIOBENCARB (BOLERO)"
"CONTAMINANT_CODE","2904","TRICHLOROTRIFLUOROETHANE"
"CONTAMINANT_CODE","2905","Foaming Agents (Surfactants)"
"CONTAMINANT_CODE","2910","Phenols"
"CONTAMINANT_CODE","2919","Carbon, Dissolved Organic (DOC)"
"CONTAMINANT_CODE","2920","CARBON, TOTAL"
"CONTAMINANT_CODE","2921","Total Organic Halide (TOX)"
"CONTAMINANT_CODE","2922","UV Absorbance @254 nm"
"CONTAMINANT_CODE","2923","SUVA (SPECFIC ULTRAVIOLET ABSORBANCE)"
"CONTAMINANT_CODE","2930","Kepone"
"CONTAMINANT_CODE","2931","1,2-DIBROMO-3-CHLOROPROPANE"
"CONTAMINANT_CODE","2932","Mirex"
"CONTAMINANT_CODE","2933","DICHLORAN"
"CONTAMINANT_CODE","2934","PENTACHLORONITROBENZENE"
"CONTAMINANT_CODE","2940","HMPA"
"CONTAMINANT_CODE","2941","Chloroform"
"CONTAMINANT_CODE","2942","Bromoform"
"CONTAMINANT_CODE","2943","Bromodichloromethane"
"CONTAMINANT_CODE","2944","Dibromochloromethane"
"CONTAMINANT_CODE","2946","ETHYLENE DIBROMIDE"
"CONTAMINANT_CODE","3026","AEROMONAS"
"CONTAMINANT_CODE","3027","ERWINIA"
"CONTAMINANT_CODE","3028","COLIPHAGE"
"CONTAMINANT_CODE","3100","Coliform (TCR)"
"CONTAMINANT_CODE","3200","Aeromonas hydrophila"
"CONTAMINANT_CODE","3201","Aeromonas spp."
"CONTAMINANT_CODE","3210","Helicobacter pylori"
"CONTAMINANT_CODE","3300","CYANOBACTERIA"
"CONTAMINANT_CODE","3310","ALGAE TOXINS"
"CONTAMINANT_CODE","3400","Echoviruses"
"CONTAMINANT_CODE","3410","Coxsackieviruses"
"CONTAMINANT_CODE","3420","CALICIVIRUSES"
"CONTAMINANT_CODE","3430","Adenoviruses"
"CONTAMINANT_CODE","3500","Microsporidia"
"TRIBAL_CODE","126","Snoqualmie Tribe, Washington"
"TRIBAL_CODE","129","Jamestown S'Klallam Tribe of Washington"
"TRIBAL_CODE","131","Upper Skagit Indian Tribe of Washington"
"TRIBAL_CODE","132","Cowlitz Indian Tribe, Washington"
"TRIBAL_CODE","133","Samish Indian Tribe, Washington"
"TRIBAL_CODE","139","Stillaguamish Tribe of Washington"
"TRIBAL_CODE","140","Klamath Indian Tribe of Oregon"
"TRIBAL_CODE","141","Confederated Tribes of the Grand Ronde Community of Oregon"
"TRIBAL_CODE","142","Confederated Tribes of the Siletz Reservation, Oregon"
"TRIBAL_CODE","143","Confederated Tribes of the Umatilla Reservation, Oregon"
"TRIBAL_CODE","144","Burns Paiute Tribe of the Burns Paiute Indian Colony of Oregon"
"TRIBAL_CODE","145","Confederated Tribes of the Warm Springs Reservation of Oregon"
"TRIBAL_CODE","152","Confederated Tribes of the Coos, Lower Umpqua and Siuslaw Indians of Oregon"
"TRIBAL_CODE","153","Cow Creek Band of Umpqua Indians of Oregon"
"TRIBAL_CODE","155","Coquille Tribe of Oregon"
"TRIBAL_CODE","180","Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho"
"TRIBAL_CODE","181","Coeur d'Alene Tribe of the Coeur d'Alene Reservation, Idaho"
"TRIBAL_CODE","182","Nez Perce Tribe of Idaho"
"TRIBAL_CODE","183","Kootenai Tribe of Idaho"
"TRIBAL_CODE","195","Northwestern Band of Shoshoni Nation of Utah"
"TRIBAL_CODE","199","Metlakatla Indian Community, Annette Island Reserve"
"TRIBAL_CODE","201","Blackfeet Tribe of the Blackfeet Indian Reservation of Montana"
"TRIBAL_CODE","202","Crow Tribe of Montana"
"TRIBAL_CODE","203","Confederated Salish Tribes of the Flathead Reservation, Montana"
"TRIBAL_CODE","204","Fort Belknap Indian Community of the Fort Belknap Reservation of Montana"
"TRIBAL_CODE","205","Chippewa-Cree Indians of the Rocky Boy's Reservation, Montana"
"TRIBAL_CODE","206","Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation, Montana"
"TRIBAL_CODE","207","Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana"
"TRIBAL_CODE","281","Arapahoe Tribe of the Wind River Reservation, Wyoming"
"TRIBAL_CODE","282","Shoshone Tribe of the Wind River Reservation, Wyoming"
"TRIBAL_CODE","301","Three Affiliated Tribes of the Fort Berthold Reservation, North Dakota"
"TRIBAL_CODE","302","Standing Rock Sioux Tribe of North Dakota"
"TRIBAL_CODE","303","Spirit Lake Tribe, North Dakota"
"TRIBAL_CODE","304","Turtle Mountain Band of Chippewa Indians of North Dakota"
"TRIBAL_CODE","336","Tunica-Biloxi Indian Tribe of Louisiana"
"TRIBAL_CODE","340","Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota"
"TRIBAL_CODE","341","Flandreau Santee Sioux Tribe of South Dakota"
"TRIBAL_CODE","342","Crow Creek Sioux Tribe of the Crow Creek Reservation, South Dakota"
"TRIBAL_CODE","343","Lower Brule Sioux Tribe of the Lower Brule Reservation, South Dakota"
"TRIBAL_CODE","344","Oglala Sioux Tribe of the Pine Ridge Reservation,South Dakota"
"TRIBAL_CODE","345","Rosebud Sioux Tribe of the Rosebud India"
"TRIBAL_CODE","346","Yankton Sioux Tribe of South Dakota"
"TRIBAL_CODE","347","Sisseton-Wahpeton Sioux Tribe of the Lake Traverse Reservation, South Dakota"
"TRIBAL_CODE","380","Omaha Tribe of Nebraska"
"TRIBAL_CODE","381","Ponca Tribe of Nebraska"
"TRIBAL_CODE","382","Santee Sioux Tribe of the Santee Reservation of Nebraska"
"TRIBAL_CODE","383","Winnebago Tribe of Nebraska"
"TRIBAL_CODE","400","Minnesota Chippewa Tribe, Minnesota"
"TRIBAL_CODE","401","Upper Sioux Community, Minnesota"
"TRIBAL_CODE","403","Prairie Island Indian Community in the State of Minnesota"
"TRIBAL_CODE","409","Red Lake Band of Chippewa Indians, Minnesota"
"TRIBAL_CODE","411","Shakopee Mdewakanton Sioux Community of Minnesota"
"TRIBAL_CODE","415","Lower Sioux Indian Community in the State of Minnesota"
"TRIBAL_CODE","430","Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation, Wisconsin"
"TRIBAL_CODE","431","Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin"
"TRIBAL_CODE","432","Lac du Flambeau Band of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation of Wisconsin "
"TRIBAL_CODE","433","Oneida Tribe of Indians of Wisconsin"
"TRIBAL_CODE","434","Forest County Potawatomi Community, Wisconsin"
"TRIBAL_CODE","435","Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin"
"TRIBAL_CODE","436","St. Croix Chippewa Indians of Wisconsin"
"TRIBAL_CODE","437","Sokaogon Chippewa Community, Wisconsin"
"TRIBAL_CODE","438","Stockbridge Munsee Community, Wisconsin"
"TRIBAL_CODE","439","Ho-Chunk Nation of Wisconsin"
"TRIBAL_CODE","440","Menominee Indian Tribe of Wisconsin"
"TRIBAL_CODE","468","Grand Traverse Band of Ottawa and Chippewa Indians, Michigan"
"TRIBAL_CODE","469","Sault Ste. Marie Tribe of Chippewa Indians of Michigan"
"TRIBAL_CODE","470","Bay Mills Indian Community, Michigan"
"TRIBAL_CODE","471","Hannahville Indian Community, Michigan"
"TRIBAL_CODE","472","Saginaw Chippewa Indian Tribe of Michigan"
"TRIBAL_CODE","475","Keweenaw Bay Indian Community, Michigan"
"TRIBAL_CODE","479","Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan"
"TRIBAL_CODE","480","Pokagon Band of Potawatomi Indians, Michigan and Indiana"
"TRIBAL_CODE","481","Huron Potawatomi, Inc., Michigan"
"TRIBAL_CODE","482","Little River Band of Ottawa Indians, Michigan"
"TRIBAL_CODE","483","Little Traverse Bay Bands of Odawa Indians, Michigan"
"TRIBAL_CODE","484","Match-e-be-nash-she-wish Band of Pottawatomi Indians of Michigan"
"TRIBAL_CODE","490","Sac Tribe of the Mississippi in Iowa"
"TRIBAL_CODE","502","Alturas Indian Rancheria, California"
"TRIBAL_CODE","503","Scotts Valley Band of Pomo Indians of California"
"TRIBAL_CODE","504","Berry Creek Rancheria of Maidu Indians of California"
"TRIBAL_CODE","505","Guidiville Rancheria of California"
"TRIBAL_CODE","506","Big Sandy Rancheria of Mono Indians of California"
"TRIBAL_CODE","507","Big Valley Band of Pomo Indians of the Big Valley Rancheria, California"
"TRIBAL_CODE","508","Buena Vista Rancheria of Me-Wuk Indians of California"
"TRIBAL_CODE","509","Lytton Rancheria of California"
"TRIBAL_CODE","510","Cloverdale Rancheria of Pomo Indians of California"
"TRIBAL_CODE","511","Cold Springs Rancheria of Mono Indians of California"
"TRIBAL_CODE","512","Cachil DeHe Band of Wintun Indians of the Colusa Indian Community of the Colusa Rancheria, California"
"TRIBAL_CODE","513","Cortina Indian Rancheria of Wintun Indians of California"
"TRIBAL_CODE","515","Dry Creek Rancheria of Pomo Indians of California"
"TRIBAL_CODE","516","Robinson Rancheria of Pomo Indians of California"
"TRIBAL_CODE","517","Enterprise Rancheria of Maidu Indians of California"
"TRIBAL_CODE","518","Fort Bidwell Indian Community of the Fort Bidwell Reservation of California"
"TRIBAL_CODE","519","Grindstone Indian Rancheria of Wintun-Wailaki Indians of California"
"TRIBAL_CODE","520","Utu Utu Gwaitu Paiute Tribe of the Benton Paiute Reservation, California"
"TRIBAL_CODE","521","Hopland Band of Pomo Indians of the Hopland Rancheria, California"
"TRIBAL_CODE","522","Jackson Rancheria of Me-Wuk Indians of California"
"TRIBAL_CODE","523","Chicken Ranch Rancheria of Me-Wuk Indians of California"
"TRIBAL_CODE","524","Cahto Indian Tribe of the Laytonville Rancheria, California"
"TRIBAL_CODE","525","Fort Independence Indian Community of Paiute Indians of the Fort Independence Reservation, California"
"TRIBAL_CODE","527","Manchester Band of Pomo Indians of the Manchester-Point Arena Rancheria, California"
"TRIBAL_CODE","528","Middletown Rancheria of Pomo Indians of California"
"TRIBAL_CODE","529","Ione Band of Miwok Indians of California"
"TRIBAL_CODE","530","Big Pine Band of Owens Valley Paiute Shoshone Indians of the Big Pine Reservation, California"
"TRIBAL_CODE","531","Mechoopda Indian Tribe of Chico Rancheria, California"
"TRIBAL_CODE","532","Northfork Rancheria of Mono Indians of California"
"TRIBAL_CODE","533","Paskenta Band of Nomlaki Indians of California"
"TRIBAL_CODE","534","Picayune Rancheria of Chukchansi Indians of California"
"TRIBAL_CODE","535","Pinoleville Rancheria of Pomo Indians of California"
"TRIBAL_CODE","536","Pit River Tribe, California"
"TRIBAL_CODE","537","Potter Valley Rancheria of Pomo Indians of California"
"TRIBAL_CODE","538","Redding Rancheria, California"
"TRIBAL_CODE","539","Redwood Valley Rancheria of Pomo Indians of California"
"TRIBAL_CODE","540","Round Valley Indian Tribes of the Round Valley Reservation, California"
"TRIBAL_CODE","541","Rumsey Indian Rancheria of Wintun Indians of California"
"TRIBAL_CODE","542","Santa Rosa Indian Community of the Santa Rosa Rancheria, California"
"TRIBAL_CODE","545","Greenville Rancheria of Maidu Indians of California"
"TRIBAL_CODE","546","Shingle Springs Band of Miwok Indians, Shingle Springs Rancheria, California"
"TRIBAL_CODE","547","Kashia Band of Pomo Indians of the Stewarts Point Rancheria, California"
"TRIBAL_CODE","549","Paiute-Shoshone Indians of the Bishop Community of the Bishop Colony, California"
"TRIBAL_CODE","550","Susanville Indian Rancheria, California"
"TRIBAL_CODE","551","Table Mountain Rancheria of California"
"TRIBAL_CODE","553","Tule River Indian Tribe of the Tule River Reservation, California"
"TRIBAL_CODE","554","Big Lagoon Rancheria, California"
"TRIBAL_CODE","555","Karuk Tribe of California"
"TRIBAL_CODE","556","Resighini Rancheria, California"
"TRIBAL_CODE","558","Blue Lake Rancheria, California"
"TRIBAL_CODE","559","Elk Valley Rancheria, California"
"TRIBAL_CODE","560","Bear River Band of the Rohnerville Rancheria, California"
"TRIBAL_CODE","561","Hoopa Valley Tribe, California"
"TRIBAL_CODE","562","Yurok Tribe of the Yurok Reservation, California"
"TRIBAL_CODE","563","Quartz Valley Indian Community of the Quartz Valley Reservation of California"
"TRIBAL_CODE","564","Smith River Rancheria, California"
"TRIBAL_CODE","565","Table Bluff Reservation--Wiyot Tribe, California"
"TRIBAL_CODE","566","Cher-Ae Heights Indian Community of the Trinidad Rancheria, California"
"TRIBAL_CODE","567","Augustine Band of Cahuilla Mission Indians of the Augustine Reservation, California"
"TRIBAL_CODE","568","Cabazon Band of Cahuilla Mission Indians of the Cabazon Reservation, California"
"TRIBAL_CODE","569","Cahuilla Band of Mission Indians of the Cahuilla Reservation, California"
"TRIBAL_CODE","570","Campo Band of Diegueno Mission Indians of the Campo Indian Reservation, California"
"TRIBAL_CODE","571","Capitan Grande Band of Diegueno Mission Indians of California"
"TRIBAL_CODE","573","Cuyapaipe Community of Diegueno Mission Indians of the Cuyapaipe Reservation, California"
"TRIBAL_CODE","574","Inaja Band of Diegueno Mission Indians of the Inaja and Cosmit Reservation, California"
"TRIBAL_CODE","575","Jamul Indian Village of California"
"TRIBAL_CODE","576","La Jolla Band of Luiseno Mission Indians of the La Jolla Reservation, California"
"TRIBAL_CODE","577","La Posta Band of Diegueno Mission Indians of the La Posta Indian Reservation, California"
"TRIBAL_CODE","578","Los Coyotes Band of Cahuilla Mission Indians of the Los Coyotes Reservation, California"
"TRIBAL_CODE","579","Manzanita Band of Diegueno Mission Indians of the Manzanita Reservation, California"
"TRIBAL_CODE","580","Mesa Grande Band of Diegueno Mission Indians of the Mesa Grande Reservation, California"
"TRIBAL_CODE","582","Morongo Band of Cahuilla Mission Indians of the Morongo Reservation, California"
"TRIBAL_CODE","583","Pala Band of Luiseno Mission Indians of the Pala Reservation, California"
"TRIBAL_CODE","584","Agua Caliente Band of Cahuilla Indians of the Agua Caliente Indian Reservation, California"
"TRIBAL_CODE","585","Pauma Band of Luiseno Mission Indians of the Pauma null Reservation, California"
"TRIBAL_CODE","586","Pechanga Band of Luiseno Mission Indians of the Pechanga Reservation, California"
"TRIBAL_CODE","587","Rincon Band of Luiseno Mission Indians of the Rincon Reservation, California"
"TRIBAL_CODE","588","San Manual Band of Serrano Mission Indians of the San Manual Reservation, California"
"TRIBAL_CODE","589","San Pasqual Band of Diegueno Mission Indians of California"
"TRIBAL_CODE","590","Santa Rosa Band of Cahuilla Mission Indians of the Santa Rosa Reservation, California"
"TRIBAL_CODE","591","Santa Ynez Band of Chumash Mission Indians of the Santa Ynez Reservation, California"
"TRIBAL_CODE","592","Santa Ysabel Band of Diegueno Mission Indians of the Santa Ysabel Reservation, California"
"TRIBAL_CODE","593","Soboba Band of Luiseno Indians, California"
"TRIBAL_CODE","594","Sycuan Band of Diegueno Mission Indians of California"
"TRIBAL_CODE","595","Torres-Martinez Band of Cahuilla Mission Indians of California"
"TRIBAL_CODE","597","Ramona Band or Village of Cahuilla Mission Indians of California"
"TRIBAL_CODE","598","Twenty-Nine Palms Band of Mission Indians of California"
"TRIBAL_CODE","601","Yavapai-Apache Nation of the Camp Verde Indian Reservation, Arizona"
"TRIBAL_CODE","602","Cocopah Tribe of Arizona"
"TRIBAL_CODE","603","Colorado River Indian Tribes of the Colorado River Indian Reservation, Arizona and California"
"TRIBAL_CODE","604","Fort Mojave Indian Tribe of Arizona, California"
"TRIBAL_CODE","605","Havasupai Tribe of the Havasupai Reservation,"
"TRIBAL_CODE","606","Hualapai Indian Tribe of the Hualapai Indian Reservation, Arizona"
"TRIBAL_CODE","607","White Mountain Apache Tribe of the Fort Apache Reservation, Arizona"
"TRIBAL_CODE","608","Hopi Tribe of Arizona"
"TRIBAL_CODE","610","Tohono O'Odham Nation of Arizona"
"TRIBAL_CODE","612","Ak Chin Indian Community of the Maricopa Indian Reservation, Arizona"
"TRIBAL_CODE","613","Fort McDowell Yavapai Nation, Arizona"
"TRIBAL_CODE","614","Gila River Indian Community of the Gila River Indian Reservation, Arizona"
"TRIBAL_CODE","615","Salt River Pima-Maricopa Indian Community of the Salt River Reservation, Arizona"
"TRIBAL_CODE","616","San Carlos Apache Tribe of the San Carlos Reservation, Arizona"
"TRIBAL_CODE","617","Kaibab Band of Paiute Indians of the Kaibab Indian Reservation, Arizona"
"TRIBAL_CODE","618","Yavapai-Prescott Tribe of the Yavapai Reservation, Arizona"
"TRIBAL_CODE","621","Cedarville Rancheria, California"
"TRIBAL_CODE","622","Graton Rancheria, California"
"TRIBAL_CODE","624","Paiute-Shoshone Indians of the Lone Pine Community of the Lone Pine Reservation, California"
"TRIBAL_CODE","626","Mooretown Rancheria of Maidu Indians of California"
"REFERENCE_POINT_CODE","008","STORAGE TANK"
"REFERENCE_POINT_CODE","009","PIPE RELEASE TO WATER"
"REFERENCE_POINT_CODE","010","LAGOON OR SETTLING POND"
"ENFORCEMENT_ACTION_TYPE_CODE","EFJ","Federal issued Formal Notice of Violation"
"ENFORCEMENT_ACTION_TYPE_CODE","EFK","Federal Bilateral Compliance Agreement signed"
"ENFORCEMENT_ACTION_TYPE_CODE","EFL","Federal Final Administrative Order issued"
"ENFORCEMENT_ACTION_TYPE_CODE","EFN","Federal Show-Cause Hearing"
"ENFORCEMENT_ACTION_TYPE_CODE","EFQ","Federal Civil Case filed"
"ENFORCEMENT_ACTION_TYPE_CODE","EFR","Federal Consent Decree/Judgement"
"ENFORCEMENT_ACTION_TYPE_CODE","EFS","Federal Default Judgement"
"ENFORCEMENT_ACTION_TYPE_CODE","EFT","Federal Injunction"
"ENFORCEMENT_ACTION_TYPE_CODE","EFU","Federal Temporary Restraining Order/Preliminary Injunction"
"ENFORCEMENT_ACTION_TYPE_CODE","EFV","Federal Criminal Case filed"
"ENFORCEMENT_ACTION_TYPE_CODE","EFW","Federal Criminal Case concluded"
"ENFORCEMENT_ACTION_TYPE_CODE","EIA","Federal Violation/Reminder Notice"
"ENFORCEMENT_ACTION_TYPE_CODE","EIB","Federal Compliance Meeting conducted"
"ENFORCEMENT_ACTION_TYPE_CODE","EIC","Federal Technical Assistance Visit"
"ENFORCEMENT_ACTION_TYPE_CODE","EID","Federal Site Visit for Enforcement purposes"
"ENFORCEMENT_ACTION_TYPE_CODE","EIE","Federal Public Notification requested"
"ENFORCEMENT_ACTION_TYPE_CODE","EIF","Federal Public Notification received from PWS"
"ENFORCEMENT_ACTION_TYPE_CODE","EII","Federal Consumer Confidence Report Follow-up Notice"
"ENFORCEMENT_ACTION_TYPE_CODE","EO+","Federal no additional Formal Action needed"
"ENFORCEMENT_ACTION_TYPE_CODE","EO0","Federal no longer subject to Rule"
"ENFORCEMENT_ACTION_TYPE_CODE","EO6","Federal Intentional no-action"
"ENFORCEMENT_ACTION_TYPE_CODE","EO7","Federal Unresolved"
"ENFORCEMENT_ACTION_TYPE_CODE","EO8","Federal Other"
"ENFORCEMENT_ACTION_TYPE_CODE","EOX","Federal Compliance achieved"
"ENFORCEMENT_ACTION_TYPE_CODE","EOY","Federal Variance/Exemption issued"
"ENFORCEMENT_ACTION_TYPE_CODE","EOZ","Federal Turbidity Waiver issued"
"ENFORCEMENT_ACTION_TYPE_CODE","ESX","Implicit SWTR RTC (EPA Generated -- Cannot be reported)"
"ENFORCEMENT_ACTION_TYPE_CODE","ETX","Implicit TCR RTC (EPA Generated -- Cannot be reported)"
"ENFORCEMENT_ACTION_TYPE_CODE","SF%","State Civil Case concluded"
"ENFORCEMENT_ACTION_TYPE_CODE","SF&","State Criminal Case referred to State Attorney General"
"ENFORCEMENT_ACTION_TYPE_CODE","SF2","Referred for Higher State Level Review"
"ENFORCEMENT_ACTION_TYPE_CODE","SF3","State Case appealed"
"ENFORCEMENT_ACTION_TYPE_CODE","SF4","State Case dropped"
"ENFORCEMENT_ACTION_TYPE_CODE","SF5","State Hook-up/Extension Ban"
"ENFORCEMENT_ACTION_TYPE_CODE","SF9","State Civil Case referred to State Attorney General"
"ENFORCEMENT_ACTION_TYPE_CODE","SFG","State Public Notification issued"
"ENFORCEMENT_ACTION_TYPE_CODE","SFH","State Boil Water Order"
"ENFORCEMENT_ACTION_TYPE_CODE","SFJ","State Formal Notice of Violation issued"
"ENFORCEMENT_ACTION_TYPE_CODE","SFK","State Bilateral Compliance Agreement signed"
"ENFORCEMENT_ACTION_TYPE_CODE","SFL","State Administrative/Compliance Order without penalty issued"
"ENFORCEMENT_ACTION_TYPE_CODE","SFM","State Administrative Penalty assessed"
"ENFORCEMENT_ACTION_TYPE_CODE","SFN","State Show-Cause hearing"
"ENFORCEMENT_ACTION_TYPE_CODE","SFO","State Administrative/Compliance Order with penalty issued"
"ENFORCEMENT_ACTION_TYPE_CODE","SFP","State Civil Case under development"
"ENFORCEMENT_ACTION_TYPE_CODE","SFQ","State Civil Case filed in State court"
"ENFORCEMENT_ACTION_TYPE_CODE","SFR","State Consent Decree/Judgement"
"ENFORCEMENT_ACTION_TYPE_CODE","SFS","State Default Judgement"
"ENFORCEMENT_ACTION_TYPE_CODE","SFT","State Injunction"
"ENFORCEMENT_ACTION_TYPE_CODE","SFU","State Temporary Restraining Order/Preliminary Injunction"
"ENFORCEMENT_ACTION_TYPE_CODE","SFV","State Criminal Case filed"
"ENFORCEMENT_ACTION_TYPE_CODE","SFW","State Criminal Case concluded"
