SUBMISSIONYEARQUARTER,PWSID,PN_VIOLATION_ID,RELATED_VIOLATION_ID,COMPL_PER_BEGIN_DATE,COMPL_PER_END_DATE,NON_COMPL_PER_BEGIN_DATE,NON_COMPL_PER_END_DATE,VIOLATION_CODE,CONTAMINANT_CODE,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA3050022,61157,61152,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA3050022,61157,61153,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA3050022,61157,61154,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA3050022,61157,61155,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA3050022,61157,61156,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA0690039,10112,10106,06/01/2020,06/30/2020,06/01/2020,06/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1210004,730,726,10/01/2020,10/31/2020,10/01/2020,10/31/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA1090025,20724,20719,05/01/2022,05/31/2022,05/01/2022,05/31/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA2410135,1127,1124,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA3190001,21325,21323,04/01/2021,04/30/2021,04/01/2021,04/30/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA0770016,34641,34604,02/01/2021,02/28/2021,02/01/2021,02/28/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA1450044,222,218,04/03/2020,,04/03/2020,--->,34,3014,02/23/2022,03/20/2025
2025Q1,GA2070001,32320,32317,04/01/2020,04/30/2020,04/01/2020,04/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1130012,41146,41139,10/01/2019,,10/01/2019,01/31/2023,52,5000,02/23/2022,03/20/2025
2025Q1,GA2610039,24892,24887,10/01/2019,10/31/2019,10/01/2019,10/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2090002,20935,20930,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA2090002,20935,20931,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA2090002,20935,20932,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA0310257,340,333,04/01/2021,06/30/2021,04/01/2021,06/30/2021,03,4006,03/28/2023,03/20/2025
2025Q1,GA0310257,340,334,04/01/2021,06/30/2021,04/01/2021,06/30/2021,03,4010,03/28/2023,03/20/2025
2025Q1,GA0310257,340,332,04/01/2021,06/30/2021,04/01/2021,06/30/2021,03,4000,03/28/2023,03/20/2025
2025Q1,GA1050003,10717,10716,07/01/2020,09/30/2020,07/01/2020,09/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA3010001,12767,12760,04/01/2021,06/30/2021,04/01/2021,06/30/2021,02,2456,02/23/2022,03/20/2025
2025Q1,GA1350011,11157,11133,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1350011,11157,11134,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1350011,11157,11135,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1350011,11157,11136,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1350011,11157,11137,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1350011,11157,11138,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1350011,11157,11139,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1350011,11157,11140,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1350011,11157,11141,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1350011,11157,11142,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1350011,11157,11143,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1350011,11157,11144,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1970000,22665,22654,10/01/2019,,10/01/2019,09/05/2023,52,5000,03/10/2022,03/20/2025
2025Q1,GA2990040,10718,10715,09/01/2021,09/30/2021,09/01/2021,09/30/2021,3B,8000,03/28/2023,03/20/2025
2025Q1,GA0570023,11525,11518,08/01/2021,08/31/2021,08/01/2021,08/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1710001,30325,30323,07/01/2022,09/30/2022,07/01/2022,09/30/2022,02,2950,03/28/2023,03/20/2025
2025Q1,GA1350011,11158,11121,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1350011,11158,11122,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1350011,11158,11123,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1350011,11158,11124,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1350011,11158,11125,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1350011,11158,11126,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1350011,11158,11127,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1350011,11158,11128,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1350011,11158,11129,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1350011,11158,11130,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1350011,11158,11131,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1350011,11158,11132,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA0770016,34619,34588,12/01/2019,12/31/2019,12/01/2019,12/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0770016,34618,34595,09/15/2020,,09/15/2020,05/02/2023,34,3014,02/23/2022,03/20/2025
2025Q1,GA1590001,21805,21798,07/01/2021,07/31/2021,07/01/2021,07/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1290022,15,13,06/01/2020,06/30/2020,06/01/2020,06/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2850137,6,5,04/01/2021,06/30/2021,04/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1770068,43137,43131,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA1770068,43137,43132,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA1770068,43137,43133,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA1230077,6,4,11/01/2020,11/30/2020,11/01/2020,11/30/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA1270010,11632,11619,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1270010,11632,11620,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1270010,11632,11621,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1270010,11632,11622,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1270010,11632,11623,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1270010,11632,11624,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1270010,11632,11625,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1270010,11632,11626,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1270010,11632,11627,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1270010,11632,11628,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1270010,11632,11629,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1270010,11632,11630,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1110061,10206,10205,07/01/2020,09/30/2020,07/01/2020,09/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1230077,11,7,03/01/2022,03/31/2022,03/01/2022,03/31/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA1030136,839,824,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1030136,839,825,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1030136,839,826,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1030136,839,827,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1030136,839,828,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1030136,839,829,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1030136,839,830,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1030136,839,831,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1030136,839,832,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1030136,839,833,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1030136,839,834,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1030136,839,835,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1070025,11135,11133,10/01/2019,,10/01/2019,--->,52,5000,02/23/2022,03/20/2025
2025Q1,GA0770016,34634,34600,01/01/2021,01/31/2021,01/01/2021,01/31/2021,3A,8000,06/27/2022,03/20/2025
2025Q1,GA2610036,26095,26087,10/01/2019,10/31/2019,10/01/2019,10/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1910072,10923,10911,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1910072,10923,10912,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1910072,10923,10913,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1910072,10923,10914,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1910072,10923,10915,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1910072,10923,10916,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1910072,10923,10917,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1910072,10923,10918,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1910072,10923,10919,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1910072,10923,10920,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1910072,10923,10921,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1910072,10923,10922,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1430007,11234,11233,04/01/2023,06/30/2023,04/01/2023,06/30/2023,02,2456,11/14/2024,03/20/2025
2025Q1,GA2810008,23024,23023,10/01/2019,12/31/2019,10/01/2019,12/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1630002,20431,20427,07/01/2022,07/31/2022,07/01/2022,07/31/2022,3A,8000,11/14/2024,03/20/2025
2025Q1,GA1070020,60340,60318,01/01/2021,12/31/2021,01/01/2021,12/31/2021,03,1038,11/28/2023,03/20/2025
2025Q1,GA1790148,1639,1613,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1790148,1639,1614,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1790148,1639,1615,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1790148,1639,1616,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1790148,1639,1617,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1790148,1639,1618,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1790148,1639,1619,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1790148,1639,1620,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1790148,1639,1623,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1790148,1639,1621,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1790148,1639,1622,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1790148,1639,1624,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA2850000,10937,10935,07/01/2022,09/30/2022,07/01/2022,09/30/2022,02,2950,03/28/2023,03/20/2025
2025Q1,GA3110103,329,321,03/01/2021,03/31/2021,03/01/2021,03/31/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA1750017,10322,10319,10/01/2020,,10/01/2020,--->,52,5000,05/25/2022,03/20/2025
2025Q1,GA1230087,6,5,07/01/2019,09/30/2019,07/01/2019,09/30/2019,3A,8000,12/16/2021,03/20/2025
2025Q1,GA1750035,40226,40214,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1750035,40226,40215,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1750035,40226,40216,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1750035,40226,40217,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1750035,40226,40218,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1750035,40226,40219,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1750035,40226,40220,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1750035,40226,40221,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1750035,40226,40222,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1750035,40226,40223,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1750035,40226,40224,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1750035,40226,40225,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA2990000,21333,21315,10/01/2019,,10/01/2019,12/17/2020,52,5000,02/23/2022,03/20/2025
2025Q1,GA1230074,2649,2632,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1230074,2649,2633,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1230074,2649,2634,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1230074,2649,2635,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1230074,2649,2636,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1230074,2649,2637,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1230074,2649,2638,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1230074,2649,2639,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1230074,2649,2640,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1230074,2649,2641,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1230074,2649,2642,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1230074,2649,2643,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA2790005,24070,24062,10/01/2019,12/31/2019,10/01/2019,12/31/2019,02,4010,02/23/2022,03/20/2025
2025Q1,GA1110125,8,5,10/01/2019,10/31/2019,10/01/2019,10/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2310002,24243,24238,10/01/2018,09/30/2021,10/01/2018,09/30/2021,27,2950,05/17/2023,03/20/2025
2025Q1,GA2310002,24243,24239,10/01/2018,09/30/2021,10/01/2018,09/30/2021,27,2456,05/17/2023,03/20/2025
2025Q1,GA1990002,81832,81825,01/01/2022,01/31/2022,01/01/2022,01/31/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA2450002,61047,61039,02/01/2022,02/28/2022,02/01/2022,02/28/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA2410045,10431,10429,01/05/2023,,01/05/2023,--->,2A,8000,11/28/2023,03/20/2025
2025Q1,GA2930015,20519,20518,06/01/2022,06/30/2022,06/01/2022,06/30/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA1790030,31606,31105,01/01/2004,12/31/2004,01/01/2004,12/31/2004,27,2950,02/16/2006,06/18/2018
2025Q1,GA1790030,31606,31205,01/01/2004,12/31/2004,01/01/2004,12/31/2004,27,2456,02/16/2006,06/18/2018
2025Q1,GA0330002,42024,42021,11/01/2021,11/30/2021,11/01/2021,11/30/2021,3A,8000,05/17/2023,03/20/2025
2025Q1,GA0030006,1414,1412,03/01/2022,03/31/2022,03/01/2022,03/31/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA0190001,32645,32634,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,4000,03/28/2023,03/20/2025
2025Q1,GA0190001,32645,32636,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,4010,03/28/2023,03/20/2025
2025Q1,GA0190001,32645,32635,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,4006,03/28/2023,03/20/2025
2025Q1,GA0330001,11359,11346,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA0330001,11359,11347,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA0330001,11359,11348,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA0330001,11359,11349,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA0330001,11359,11350,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA0330001,11359,11351,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA0330001,11359,11352,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA0330001,11359,11353,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA0330001,11359,11354,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA0330001,11359,11355,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA0330001,11359,11356,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA0330001,11359,11357,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1790148,1640,1625,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1790148,1640,1626,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1790148,1640,1627,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1790148,1640,1628,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1790148,1640,1629,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1790148,1640,1630,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1790148,1640,1631,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1790148,1640,1632,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1790148,1640,1633,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1790148,1640,1634,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1790148,1640,1635,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1790148,1640,1636,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1530011,417,416,07/01/2021,09/30/2021,07/01/2021,09/30/2021,02,4010,02/23/2022,03/20/2025
2025Q1,GA2250021,10339,10323,07/01/2019,09/30/2019,07/01/2019,09/30/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA3110038,31631,31629,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA3050084,12022,12020,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA2410035,20554,20533,12/01/2020,12/31/2020,12/01/2020,12/31/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA1410001,11628,11625,12/01/2020,12/31/2020,12/01/2020,12/31/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA1630002,20425,20420,10/01/2020,,10/01/2020,--->,52,5000,05/25/2022,03/20/2025
2025Q1,GA3050099,16,14,01/01/2020,01/31/2020,01/01/2020,01/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1330067,10826,10824,10/01/2021,12/31/2021,10/01/2021,12/31/2021,02,4000,09/28/2022,03/20/2025
2025Q1,GA1130016,10531,10528,01/01/2021,12/31/2021,01/01/2021,12/31/2021,03,1038,11/28/2023,03/20/2025
2025Q1,GA1830061,19,10,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1830061,19,11,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1830061,19,12,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1830061,19,13,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1830061,19,14,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1830061,19,15,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1830061,19,16,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1830061,19,17,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1830061,19,18,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1830061,19,7,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1830061,19,8,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1830061,19,9,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1070030,60333,60317,01/01/2021,12/31/2021,01/01/2021,12/31/2021,03,1038,11/28/2023,03/20/2025
2025Q1,GA1050039,20723,20719,10/01/2021,12/31/2021,10/01/2021,12/31/2021,3A,8000,11/28/2023,03/20/2025
2025Q1,GA0510087,10716,10714,07/01/2020,09/30/2020,07/01/2020,09/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2790000,31528,31526,10/01/2019,,10/01/2019,07/15/2020,52,5000,02/23/2022,03/20/2025
2025Q1,GA1750043,80415,80413,10/01/2021,,10/01/2021,--->,52,5000,05/17/2023,03/20/2025
2025Q1,GA1230066,10716,10712,09/14/2021,,09/14/2021,--->,34,3014,03/28/2023,03/20/2025
2025Q1,GA1850333,14,1,04/01/2020,06/30/2020,04/01/2020,06/30/2020,03,4000,03/28/2023,03/20/2025
