SUBMISSIONYEARQUARTER,PWSID,EVENT_SCHEDULE_ID,EVENT_END_DATE,EVENT_ACTUAL_DATE,EVENT_COMMENTS_TEXT,EVENT_MILESTONE_CODE,EVENT_REASON_CODE,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA2410053,TTT-GA396984658004,10/09/2019,10/17/2019,LVL 2 TTT MULTIPLE TC + 2ND LVL 1-12 MN;4658004;Sample Lab ID:BS34345 Sample Collection Date:2019-09-17 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TB,02/10/2020,03/28/2023
2025Q1,GA2410088,COR-GA213992357,08/12/2015,11/19/2015,120 DAYS TO COMPLETE ACTION GWR;DS6-OTHER-,SDFF,GW,02/22/2016,03/12/2020
2025Q1,GA2410089,COR-GA295822663,04/15/2021,08/20/2021,120 DAYS TO COMPLETE ACTION GWR;MR4-RECORDS NOT PROPERLY MAINTAINED-System does not have a permit to operate a public drinking water system,SDFF,GW,11/22/2021,03/20/2025
2025Q1,GA2410089,COR-GA295842664,09/28/2017,12/31/2018,120 DAYS TO COMPLETE ACTION GWR;SR7-OTHER-Both wells do not have a slab.,SDFF,GW,02/15/2019,03/20/2025
2025Q1,GA2410089,COR-GA438013375,04/15/2021,04/20/2021,120 DAYS TO COMPLETE ACTION GWR;SR4-USE OF UNAPPROVED WELL-New well drilled recently not yet approved for source of supply. Well was drilled to allow for more connections. Source approval required.,SDFF,GW,11/22/2021,03/20/2025
2025Q1,GA2410089,COR-GA438043376,11/08/2021,12/31/2021,120 DAYS TO COMPLETE ACTION GWR;MG7-OTHER-Permit expired.,SDFF,GW,02/23/2022,03/20/2025
2025Q1,GA2410089,LSLI-GA69631,10/12/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2410095,COR-GA214072354,08/12/2015,11/17/2015,120 DAYS TO COMPLETE ACTION GWR;DS6-OTHER-Permit expired,SDFF,GW,02/22/2016,03/12/2020
2025Q1,GA2410096,TTT-GA294714068922,05/11/2017,06/01/2017,LVL1 TTT MULTIPLE TC +;4068922;Sample Lab ID:BR77369 Sample Collection Date:2017-05-02 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/15/2017,03/20/2025
2025Q1,GA2410097,LSLI-GA70653,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2410100,TTT-GA484125142664,07/30/2021,07/15/2021,LVL1 TTT MULTIPLE TC +;5142664;Sample Lab ID:BS72959 Sample Collection Date:2021-06-14 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/22/2021,09/19/2024
2025Q1,GA2410100,TTT-GA486745171432,07/30/2021,08/19/2021,LVL 2 TTT MULTIPLE TC + 2ND LVL 1-12 MN;5171432;Sample Lab ID:BS75063 Sample Collection Date:2021-07-20 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TB,11/22/2021,09/19/2024
2025Q1,GA2410102,TTT-GA294754099341,07/12/2017,07/07/2017,LVL1 TTT MULTIPLE TC +;4099341;Sample Lab ID:BR79631 Sample Collection Date:2017-06-07 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/15/2017,03/17/2021
2025Q1,GA2410102,TTT-GA295180,03/19/2018,08/14/2017,LVL 2 TTT MULTIPLE TC + 2ND LVL 1-12 MN;0;Sample Lab ID: Sample Collection Date: Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TB,11/15/2017,03/17/2021
2025Q1,GA2410102,TTT-GA344074362622,01/15/2019,08/16/2018,LVL1 TTT MULTIPLE TC +;4362622;Sample Lab ID:BS06999 Sample Collection Date:2018-07-17 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/15/2019,03/17/2022
2025Q1,GA2410102,TTT-GA434644835165,07/22/2020,07/08/2020,LVL1 TTT MULTIPLE TC +;4835165;Sample Lab ID:BS50035 Sample Collection Date:2020-06-08 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/16/2020,09/27/2023
2025Q1,GA2410102,TTT-GA742026144861,,10/17/2024,LVL1 TTT TC+/EC- WO RPTS;6144861;Sample Lab ID:BT40473 Sample Collection Date:2024-09-17 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,11/14/2024,03/20/2025
2025Q1,GA2410102,TTT-GA742696175424,,11/29/2024,LVL2 TTT MCL INSUFFICIENT REPEATS;6175424;Sample Lab ID:1024170 Sample Collection Date:2024-10-30 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TA,12/18/2024,03/20/2025
2025Q1,GA2410105,LSLI-GA69633,10/09/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA2410113,TTT-GA385684587391,07/26/2019,07/17/2019,LVL 2 TTT MULTIPLE TC + 2ND LVL 1-12 MN;4587391;Sample Lab ID:BS28597 Sample Collection Date:2019-06-17 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TB,09/20/2019,03/20/2025
2025Q1,GA2410113,TTT-GA735256062905,09/16/2024,07/25/2024,LVL1 TTT TC+/EC- WO RPTS;6062905;Sample Lab ID:BT36002 Sample Collection Date:2024-06-25 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,08/12/2024,03/20/2025
2025Q1,GA2410115,1237,,07/02/2001,,DEEM,B1,11/15/2005,11/16/2007
2025Q1,GA2410115,1240,,07/02/2001,,DEEM,B1,03/23/2005,03/23/2005
2025Q1,GA2410118,LSLI-GA70153,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA2410119,LSLI-GA71115,09/24/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA2410124,LSLI-GA70721,10/09/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA2410126,COR-GA339373076,01/30/2019,01/31/2019,120 DAYS TO COMPLETE ACTION SUBPART H;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-The sanitary seal is in poor condition and should be replaced.,SDFF,SH,05/21/2019,03/20/2025
2025Q1,GA2410126,COR-GA339373077,01/30/2019,01/31/2019,120 DAYS TO COMPLETE ACTION SUBPART H;ST2-TANK VENT NOT SCREENED-Overflow not screened and lacking erosion control.,SDFF,SH,05/21/2019,03/20/2025
2025Q1,GA2410127,LSLI-GA69741,09/17/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA2410129,TTT-GA434904868628,07/23/2020,08/20/2020,LVL1 TTT MULTIPLE TC +;4868628;Sample Lab ID:BS52591 Sample Collection Date:2020-07-20 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/16/2020,03/20/2025
2025Q1,GA2410129,TTT-GA434904868629,07/23/2020,08/20/2020,LVL1 TTT MULTIPLE TC +;4868629;Sample Lab ID:BS52592 Sample Collection Date:2020-07-20 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/16/2020,03/20/2025
2025Q1,GA2410133,LSLI-GA72619,10/03/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA2410134,LSLI-GA71711,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2410135,TTT-GA432534689587,12/18/2019,11/20/2019,LVL1 TTT MULTIPLE TC +;4689587;Sample Lab ID:BS36334 Sample Collection Date:2019-10-21 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,03/12/2020,03/20/2025
2025Q1,GA2410136,LSLI-GA69799,10/07/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA2410138,LSLI-GA70299,10/03/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA2430000,COR-GA245962522,06/22/2016,10/07/2016,120 DAYS TO COMPLETE ACTION GWR;OC1-NO CERTIFIED OPERATOR-,SDFF,GW,03/09/2017,03/12/2020
2025Q1,GA2430000,LSLI-GA69635,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2430000,TTT-GA344114348291,08/06/2018,08/04/2018,LVL1 TTT MULTIPLE TC +;4348291;Sample Lab ID:BS05890 Sample Collection Date:2018-07-05 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/15/2019,12/20/2021
2025Q1,GA2430001,COR-GA384153223,08/29/2019,11/16/2019,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-The cover is missing from the screened vent.,SDFF,GW,12/11/2019,12/29/2022
2025Q1,GA2430001,LSLI-GA69637,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA2430001,TTT-GA344474410968,01/25/2019,09/20/2018,LVL1 TTT MULTIPLE TC +;4410968;Sample Lab ID:182579-01 Sample Collection Date:2018-08-21 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/15/2019,03/17/2022
2025Q1,GA2430001,TTT-GA396860,07/17/2019,08/09/2019,LVL 2 TTT MULTIPLE TC + 2ND LVL 1-12 MN;0;Sample Lab ID: Sample Collection Date: Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TB,02/10/2020,03/28/2023
2025Q1,GA2430001,TTT-GA594925406481,05/06/2022,05/13/2022,LVL1 TTT TC+/EC- WO RPTS;5406481;Sample Lab ID:302308-02A Sample Collection Date:2022-04-12 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,11/28/2023,03/20/2025
2025Q1,GA2430001,TTT-GA643185617718,12/28/2022,01/12/2023,LVL 2 TTT MULTIPLE TC + 2ND LVL 1-12 MN;5617718;Sample Lab ID:311535-01 Sample Collection Date:2022-12-13 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TB,05/17/2023,03/20/2025
2025Q1,GA2430001,TTT-GA643525634132,01/18/2023,02/09/2023,LVL1 TTT MULTIPLE TC +;5634132;Sample Lab ID:313505-01 Sample Collection Date:2023-01-10 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TB,05/17/2023,03/20/2025
2025Q1,GA2430001,TTT-GA647435753124,11/05/2023,11/20/2023,LVL1 TTT TC+/EC- WO RPTS;5753124;Sample Lab ID:317620-02 Sample Collection Date:2023-06-13 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,02/28/2024,03/20/2025
2025Q1,GA2430003,LSLI-GA70655,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA2430008,COR-GA299912831,03/30/2018,07/12/2018,120 DAYS TO COMPLETE ACTION GWR;TR4-OTHER INADEQUATE UNIT PROCESSES-The Polyphosphate system was taken off-line without permission from the Division.,SDFF,GW,09/28/2018,09/20/2021
2025Q1,GA2430008,COR-GA299922832,04/02/2018,10/19/2018,120 DAYS TO COMPLETE ACTION GWR;ST7-OTHER-The storage tank is no longer structurally sound enough to pressurize.,SDFF,GW,02/15/2019,12/20/2021
2025Q1,GA2430008,LSLI-GA71117,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2450000,1238,,12/18/1992,,DEEM,B3,11/15/2005,11/16/2007
2025Q1,GA2450000,1241,,12/18/1992,,DEEM,B3,03/23/2005,03/23/2005
2025Q1,GA2450000,LSLI-GA69639,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA2450001,LSLI-GA71119,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA2450002,LSLI-GA73001,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA2450002,PBSL-GA74712,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA2450011,COR-GA397293289,01/30/2020,05/09/2020,120 DAYS TO COMPLETE ACTION GWR;SR7-OTHER-The well did not have a riser pipe installed as per Rule 391-3-5-.07(11)c.,SDFF,GW,06/25/2020,06/27/2023
2025Q1,GA2450011,COR-GA643423589,03/02/2023,06/02/2023,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-There were two holes in the sanitary seal of the well.,SDFF,GW,08/10/2023,03/20/2025
2025Q1,GA2450011,LSLI-GA72463,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2450014,LSLI-GA70155,09/26/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA2470000,LSLI-GA71121,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA2470002,LSLI-GA70657,08/22/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA2470003,LSLI-GA69641,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2470005,LSLI-GA70157,09/22/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA2470005,PBSL-GA74713,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA2470005,TTT-GA434684835361,08/20/2020,07/10/2020,LVL1 TTT TC+/EC- WO RPTS;4835361;Sample Lab ID:BS50354 Sample Collection Date:2020-06-10 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,11/16/2020,12/21/2023
2025Q1,GA2470005,TTT-GA443364920159,10/28/2020,10/28/2020,LVL 2 TTT MULTIPLE TC + 2ND LVL 1-12 MN;4920159;Sample Lab ID:BS56554 Sample Collection Date:2020-09-16 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TB,02/16/2021,03/26/2024
2025Q1,GA2470005,TTT-GA655525828007,10/17/2023,10/14/2023,LVL1 TTT MULTIPLE TC +;5828007;Sample Lab ID:BT20603 Sample Collection Date:2023-09-14 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/28/2024,03/20/2025
2025Q1,GA2470006,LSLI-GA71595,10/07/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA2490000,COR-GA211642246,03/31/2015,07/07/2015,120 DAYS TO COMPLETE ACTION GWR;SR7-OTHER-Hole noted in Sanitary Seal around electrical wiring,SDFF,GW,11/19/2015,03/12/2020
2025Q1,GA2490000,COR-GA481191054,06/10/2021,07/01/2021,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-vent on well 3 must have 24 mesh and terminate downward.  cracks in slab must be addressed,SDFF,GW,11/22/2021,09/19/2024
2025Q1,GA2490000,LSLI-GA69643,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA2490004,LSLI-GA72581,09/24/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA2510000,LSLI-GA71123,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA2510000,PBSL-GA74714,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA2510001,LSLI-GA73003,08/06/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2510002,LSLI-GA70159,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA2510002,PBSL-GA74715,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA2510002,TTT-GA385704592939,07/28/2019,08/26/2019,LVL1 TTT MULTIPLE TC +;4592939;Sample Lab ID:BS29251 Sample Collection Date:2019-06-26 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,09/20/2019,09/28/2022
2025Q1,GA2510003,LSLI-GA72007,10/03/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA2510003,TTT-GA344044367421,,08/29/2018,LVL1 TTT TC+/EC- WO RPTS;4367421;Sample Lab ID:BS07767 Sample Collection Date:2018-07-30 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,02/15/2019,12/20/2021
2025Q1,GA2510011,COR-GA212432299,06/13/2014,10/18/2014,120 DAYS TO COMPLETE ACTION GWR;TR5-UNAPPROVED TREATMENT EQUIPMENT OR PROCEDURES-,SDFF,GW,05/19/2015,03/12/2020
2025Q1,GA2510012,LSLI-GA71125,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2510012,TTT-GA650745767674,08/15/2023,08/30/2023,LVL2 TTT MCL POS SAMPLES;5767674;Sample Lab ID:BT17141 Sample Collection Date:2023-07-17 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TA,11/28/2023,03/20/2025
2025Q1,GA2510012,TTT-GA650745767762,08/15/2023,08/30/2023,LVL2 TTT MCL POS SAMPLES;5767762;Sample Lab ID:BT17141 Sample Collection Date:2023-07-17 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TA,11/28/2023,03/20/2025
2025Q1,GA2510012,TTT-GA650745780099,08/15/2023,08/30/2023,LVL2 TTT MCL POS SAMPLES;5780099;Sample Lab ID:BT17833 Sample Collection Date:2023-07-28 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TA,11/28/2023,03/20/2025
2025Q1,GA2510013,LSLI-GA70161,08/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,09/19/2024,03/20/2025
2025Q1,GA2510014,LSLI-GA72465,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2510014,TTT-GA646565745674,07/10/2023,07/14/2023,LVL1 TTT TC+/EC- WO RPTS;5745674;Sample Lab ID:BT15447 Sample Collection Date:2023-06-14 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,11/28/2023,03/20/2025
2025Q1,GA2510021,COR-GA387333240,08/27/2019,11/28/2019,120 DAYS TO COMPLETE ACTION GWR;SR7-OTHER-The well's riser pipe was missing the required screen.,SDFF,GW,12/11/2019,03/20/2025
2025Q1,GA2510021,LSLI-GA72467,10/13/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA2510021,PBSL-GA74716,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA2510044,LSLI-GA69645,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA2510046,COR-GA336393006,11/14/2019,08/30/2018,"SANITARY DEFECT RTCR;DS1-UNDETECTABLE DISINFECTION RESIDUAL(S)-Permit requires chlorination, but no chlorination equip ever set up",SDFF,RTCR,09/28/2018,03/28/2023
2025Q1,GA2510046,LSLI-GA70163,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA2510046,TTT-GA333544316962,05/15/2018,05/31/2018,LVL1 TTT MULTIPLE TC +;4316962;Sample Lab ID:1805591 Sample Collection Date:2018-05-01 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,08/16/2018,06/17/2021
2025Q1,GA2510046,TTT-GA336384388452,08/02/2018,08/30/2018,LVL 2 TTT MULTIPLE TC + 2ND LVL 1-12 MN;4388452;Sample Lab ID:1808468 Sample Collection Date:2018-07-02 Assessment conducted:2018-08-02 Site Visit/Assessment Number:9,RTL2,L2TB,02/15/2019,12/20/2021
2025Q1,GA2510046,TTT-GA596815465284,08/24/2022,08/04/2022,LVL1 TTT MULTIPLE TC +;5465284;Sample Lab ID:2209059 Sample Collection Date:2022-07-05 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/17/2022,03/20/2025
2025Q1,GA2510048,LSLI-GA72469,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2510049,LSLI-GA71597,09/24/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA2510049,PBSL-GA74717,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA2510050,LSLI-GA72471,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2510050,TTT-GA743736183055,,12/06/2024,LVL1 TTT TC+/EC- WO RPTS;6183055;Sample Lab ID:BT43281 Sample Collection Date:2024-11-06 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,02/11/2025,03/20/2025
2025Q1,GA2510053,LSLI-GA70165,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA2510054,LSLI-GA70167,07/31/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,09/19/2024,03/20/2025
2025Q1,GA2510055,LSLI-GA71657,10/13/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA2510056,LSLI-GA72061,09/09/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA2510057,TTT-GA480744958468,02/05/2021,11/19/2020,LVL1 TTT TC+/EC- WO RPTS;4958468;Sample Lab ID:BS58594 Sample Collection Date:2020-10-20 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,02/16/2021,03/20/2025
2025Q1,GA2530000,LSLI-GA71599,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA2530000,PBSL-GA74718,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA2530000,TTT-GA396964690814,10/31/2019,11/22/2019,LVL1 TTT MULTIPLE TC +;4690814;Sample Lab ID:194479-02A Sample Collection Date:2019-10-23 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/10/2020,03/28/2023
2025Q1,GA2530000,TTT-GA489175242636,10/12/2021,10/26/2021,LVL1 TTT MULTIPLE TC +;5242636;Sample Lab ID:219492-03A Sample Collection Date:2021-09-27 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/23/2022,12/18/2024
2025Q1,GA2530000,TTT-GA489175242637,10/12/2021,10/26/2021,LVL1 TTT MULTIPLE TC +;5242637;Sample Lab ID:219492-02A Sample Collection Date:2021-09-27 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/23/2022,12/18/2024
2025Q1,GA2530000,TTT-GA489175242638,10/12/2021,10/26/2021,LVL1 TTT MULTIPLE TC +;5242638;Sample Lab ID:219492-01A Sample Collection Date:2021-09-27 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/23/2022,12/18/2024
2025Q1,GA2530000,TTT-GA607890,11/28/2022,12/16/2022,LVL1 TTT MULTIPLE TC +;0;Sample Lab ID: Sample Collection Date: Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/15/2023,03/20/2025
2025Q1,GA2530001,LSLI-GA71601,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA2530001,PBSL-GA74719,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA2530002,COR-GA21294516,12/15/2011,04/02/2011,120 DAYS TO COMPLETE ACTION GWR;OC1-NO CERTIFIED OPERATOR-,SDFF,GW,06/29/2015,03/12/2020
2025Q1,GA2530004,COR-GA216322504,09/08/2016,09/09/2016,120 DAYS TO COMPLETE ACTION GWR;ST6-SEVERE LEAKAGE AT THE TANK-,SDFF,GW,11/23/2016,03/12/2020
2025Q1,GA2530004,COR-GA216341446,09/08/2016,09/09/2016,120 DAYS TO COMPLETE ACTION GWR;MR4-RECORDS NOT PROPERLY MAINTAINED-,SDFF,GW,11/23/2016,03/12/2020
2025Q1,GA2530004,COR-GA483543478,08/20/2021,08/30/2021,SANITARY DEFECT RTCR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-,SDFF,RTCR,11/22/2021,09/19/2024
2025Q1,GA2530004,LSLI-GA70659,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA2530004,PBSL-GA74720,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA2530004,TTT-GA483205153902,07/19/2021,07/28/2021,LVL 2 TTT MULTIPLE TC + 2ND LVL 1-12 MN;5153902;Sample Lab ID:BS73653 Sample Collection Date:2021-06-28 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TB,11/22/2021,09/19/2024
2025Q1,GA2530005,COR-GA334811444,07/01/2018,07/01/2018,120 DAYS TO COMPLETE ACTION GWR;DS1-UNDETECTABLE DISINFECTION RESIDUAL(S)-,SDFF,GW,09/28/2018,09/20/2021
2025Q1,GA2530005,COR-GA334822968,06/26/2018,11/14/2018,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-,SDFF,GW,02/15/2019,12/20/2021
2025Q1,GA2530005,LSLI-GA73005,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA2530005,TTT-GA483195153903,07/20/2021,07/28/2021,LVL1 TTT MULTIPLE TC +;5153903;Sample Lab ID:BS73654 Sample Collection Date:2021-06-28 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/22/2021,09/19/2024
2025Q1,GA2530007,LSLI-GA71127,10/17/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA2530039,TTT-GA658165918648,02/04/2024,02/08/2024,LVL1 TTT MULTIPLE TC +;5918648;Sample Lab ID:BT25858 Sample Collection Date:2023-12-13 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/28/2024,03/20/2025
