SUBMISSIONYEARQUARTER,PWSID,VISIT_ID,VISIT_DATE,AGENCY_TYPE_CODE,VISIT_REASON_CODE,MANAGEMENT_OPS_EVAL_CODE,SOURCE_WATER_EVAL_CODE,SECURITY_EVAL_CODE,PUMPS_EVAL_CODE,OTHER_EVAL_CODE,COMPLIANCE_EVAL_CODE,DATA_VERIFICATION_EVAL_CODE,TREATMENT_EVAL_CODE,FINISHED_WATER_STOR_EVAL_CODE,DISTRIBUTION_EVAL_CODE,FINANCIAL_EVAL_CODE,VISIT_COMMENTS,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA2750069,6,03/02/2022,SA,SNSV,R,R,N,Z,Z,N,N,R,R,N,X,,05/25/2022,03/20/2025
2025Q1,GA2750070,1,03/23/2005,ST,SNSV,N,R,,N,X,N,N,N,R,N,,,11/15/2005,06/18/2018
2025Q1,GA2750070,2,02/19/2009,ST,SNSV,N,M,,X,X,N,N,N,R,N,,,05/19/2009,03/12/2020
2025Q1,GA2750070,3,03/05/2014,ST,SNSV,R,R,N,N,Z,N,R,N,M,N,N,,05/16/2014,03/26/2024
2025Q1,GA2750070,4,02/12/2019,ST,SNSV,N,N,N,Z,Z,N,M,N,N,N,X,,05/21/2019,03/20/2025
2025Q1,GA2750070,5,01/26/2022,SA,SNSV,N,R,N,Z,Z,N,N,N,N,N,X,,05/25/2022,03/20/2025
2025Q1,GA2750072,1,12/12/2007,ST,SNSV,R,S,,X,X,N,S,S,R,S,,,02/25/2008,03/12/2020
2025Q1,GA2750072,2,06/11/2008,ST,SNSV,N,M,,X,X,N,M,R,R,R,,,08/25/2008,03/12/2020
2025Q1,GA2750072,3,01/08/2013,ST,SNSV,M,M,N,Z,Z,N,M,M,N,N,X,,08/19/2014,03/28/2023
2025Q1,GA2750072,4,06/02/2016,ST,RCDR,X,X,X,X,Z,X,S,X,X,X,X,,08/20/2016,03/20/2025
2025Q1,GA2750072,5,10/05/2016,ST,SNSV,R,R,N,Z,Z,N,M,N,R,M,X,,03/09/2017,03/20/2025
2025Q1,GA2750072,6,05/01/2019,ST,SNSV,R,R,N,Z,Z,N,M,R,R,M,X,,08/14/2019,03/20/2025
2025Q1,GA2750072,7,05/18/2022,SA,SNSV,R,M,M,Z,Z,N,M,R,R,R,X,,08/16/2022,03/20/2025
2025Q1,GA2750073,1,01/24/2007,ST,SNSV,S,S,,N,X,N,N,N,N,S,,,05/18/2007,03/12/2020
2025Q1,GA2750073,2,01/30/2013,ST,SNSV,M,N,R,Z,Z,N,N,M,N,N,X,,08/19/2014,03/28/2023
2025Q1,GA2750073,3,08/28/2018,ST,SNSV,N,M,N,Z,Z,N,R,N,M,R,X,,09/28/2018,03/20/2025
2025Q1,GA2750073,4,07/14/2021,SA,SNSV,R,R,N,Z,Z,N,R,N,R,R,X,,11/22/2021,03/20/2025
2025Q1,GA2750073,5,07/18/2024,ST,SNSV,R,R,N,Z,Z,N,N,R,R,N,X,,11/14/2024,03/20/2025
2025Q1,GA2750075,1,01/23/2007,ST,SNSV,N,N,,N,X,N,N,N,N,N,,The inspection noted that the system does not currently meet the definition of a public water system.  System only has 5 service connections,05/18/2007,03/12/2020
2025Q1,GA2750075,2,01/30/2013,ST,SNSV,N,N,R,Z,Z,N,N,N,R,N,X,,08/16/2013,03/28/2023
2025Q1,GA2750075,3,08/21/2018,ST,SNSV,R,R,N,Z,Z,N,N,N,R,N,X,,09/28/2018,03/20/2025
2025Q1,GA2750075,4,07/22/2021,SA,SNSV,R,R,N,Z,Z,N,N,N,R,N,X,,11/22/2021,03/20/2025
2025Q1,GA2750077,1,05/07/2007,ST,SNSV,R,N,,X,X,X,R,N,M,N,,,08/20/2009,03/12/2020
2025Q1,GA2750077,2,10/17/2012,ST,SNSV,R,N,N,Z,Z,N,N,N,R,N,X,,08/19/2014,12/29/2022
2025Q1,GA2750077,3,09/12/2018,ST,SNSV,N,N,N,Z,Z,N,M,N,N,N,X,,09/28/2018,03/20/2025
2025Q1,GA2750077,4,09/16/2021,SA,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,11/22/2021,03/20/2025
2025Q1,GA2750078,1,05/07/2007,ST,SNSV,R,N,,X,X,X,N,N,N,N,,,08/29/2007,03/12/2020
2025Q1,GA2750078,2,10/03/2012,ST,SNSV,N,N,R,Z,Z,N,N,N,R,N,X,,08/19/2014,12/29/2022
2025Q1,GA2750078,3,02/13/2018,ST,SNSV,R,N,N,Z,Z,N,N,N,N,N,X,,05/04/2018,03/20/2025
2025Q1,GA2750078,4,11/02/2022,ST,SNSV,N,N,N,N,Z,N,N,N,R,N,X,,02/15/2023,03/20/2025
2025Q1,GA2750080,1,02/24/2014,ST,SNSV,N,M,N,N,Z,N,M,N,M,N,N,,05/16/2014,03/26/2024
2025Q1,GA2750080,2,07/13/2017,ST,SNSV,R,R,N,Z,Z,N,M,N,M,M,X,,11/15/2017,03/20/2025
2025Q1,GA2750080,3,02/12/2020,SA,SNSV,R,N,N,Z,Z,N,M,N,R,R,X,,05/07/2020,03/20/2025
2025Q1,GA2750080,4,11/18/2022,ST,SNSV,R,R,N,Z,Z,N,R,N,R,N,X,,02/15/2023,03/20/2025
2025Q1,GA2750082,1,04/25/2024,ST,SNSV,R,R,N,Z,Z,N,R,N,N,N,X,,08/12/2024,03/20/2025
2025Q1,GA2770000,1,10/28/2004,ST,SNSV,R,X,,X,X,X,X,X,X,R,,,11/15/2005,11/16/2007
2025Q1,GA2770000,2,05/13/2010,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,08/19/2014,03/12/2020
2025Q1,GA2770000,3,07/15/2015,ST,SNSV,R,M,N,Z,Z,N,N,M,N,N,X,,11/19/2015,03/12/2020
2025Q1,GA2770000,4,08/19/2020,SA,SNSV,M,M,N,Z,X,N,M,N,N,S,X,,11/16/2020,09/27/2023
2025Q1,GA2770000,5,08/15/2023,SA,SNSV,R,M,N,Z,Z,N,N,R,N,R,X,,11/28/2023,03/20/2025
2025Q1,GA2770001,1,02/01/2006,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,08/27/2010,06/18/2018
2025Q1,GA2770001,2,05/09/2012,ST,SNSV,N,M,N,N,N,N,N,R,N,S,X,,08/21/2012,03/12/2020
2025Q1,GA2770001,3,08/15/2018,SA,SNSV,R,M,N,Z,Z,N,R,M,M,N,X,,09/28/2018,09/20/2021
2025Q1,GA2770001,4,07/31/2019,ST,LV1A,M,N,N,N,N,N,N,N,N,N,N,Main repairs were occurring during the sampling event.  Sample site is possibly compromised due to excessive shrub growth .    System will evaluate all sample sites and retrain sampling personnel in proper sampling and handling techniques.,11/12/2019,09/28/2022
2025Q1,GA2770001,5,09/07/2021,SA,SNSV,M,M,N,Z,Z,N,N,M,R,N,X,,11/22/2021,09/19/2024
2025Q1,GA2770001,6,09/17/2024,ST,SNSV,R,M,N,Z,Z,N,N,R,R,N,X,,11/14/2024,03/20/2025
2025Q1,GA2770002,1,05/26/2005,ST,SNSV,R,X,,X,X,X,X,X,X,X,,,11/15/2005,06/18/2018
2025Q1,GA2770003,1,08/28/2003,ST,SNSV,X,R,,X,X,X,X,X,X,X,,,11/15/2005,11/22/2006
2025Q1,GA2770003,2,03/30/2006,ST,SNSV,R,N,,N,X,N,N,N,N,N,,,05/18/2006,05/19/2009
2025Q1,GA2770003,3,12/08/2011,ST,SNSV,N,M,R,Z,Z,N,N,N,N,N,X,,08/19/2014,03/12/2020
2025Q1,GA2770003,4,02/22/2017,ST,SNSV,M,M,N,Z,Z,N,M,R,R,N,X,,05/26/2017,03/12/2020
2025Q1,GA2770003,5,06/08/2022,SA,SNSV,R,R,N,Z,Z,N,N,R,N,N,X,,08/16/2022,03/20/2025
2025Q1,GA2770004,1,02/24/2005,ST,SNSV,R,N,,N,X,N,N,N,N,N,,,11/15/2005,02/25/2008
2025Q1,GA2770004,2,12/07/2010,ST,SNSV,N,M,N,Z,Z,N,N,N,N,N,X,,08/19/2014,03/12/2020
2025Q1,GA2770004,3,09/18/2014,ST,SNSV,M,M,N,Z,Z,N,M,N,M,R,X,,11/17/2014,03/12/2020
2025Q1,GA2770004,4,06/27/2018,ST,SNSV,M,N,N,Z,Z,N,N,N,N,R,X,,08/16/2018,09/20/2021
2025Q1,GA2770004,5,04/28/2021,SA,SNSV,M,N,N,Z,Z,N,M,N,N,N,X,,08/09/2021,06/20/2024
2025Q1,GA2770004,6,09/27/2023,ST,LV1A,Z,N,Z,M,Z,Z,Z,M,N,M,Z,Replaced well pump. The new pump has a faster flow rate so the chlorine residual was too low,11/28/2023,03/20/2025
2025Q1,GA2770004,7,05/28/2024,ST,SNSV,R,R,N,Z,Z,N,M,N,N,N,X,,08/12/2024,03/20/2025
2025Q1,GA2770006,2,12/07/2010,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,08/19/2014,03/12/2020
2025Q1,GA2770006,3,12/03/2015,ST,SNSV,R,R,N,Z,Z,N,R,N,R,R,X,,02/22/2016,03/12/2020
2025Q1,GA2770006,4,10/22/2020,SA,SNSV,M,N,N,Z,Z,N,M,M,R,M,X,,02/16/2021,12/21/2023
2025Q1,GA2770006,5,04/08/2021,SA,SSVF,X,X,X,X,X,X,X,X,X,M,X,Performed a follow-up visit for the 2020 Sanitary Survey Inspection.  Free chlorine registered as 0.05 mg/L.,08/09/2021,06/20/2024
2025Q1,GA2770013,2,01/10/2013,ST,SNSV,M,N,N,Z,Z,N,N,N,N,N,X,,08/19/2014,03/12/2020
2025Q1,GA2770013,3,09/18/2018,ST,SNSV,R,M,M,Z,Z,N,M,N,R,N,X,,09/28/2018,09/20/2021
2025Q1,GA2770013,4,08/24/2021,SA,SNSV,M,S,M,Z,Z,N,R,M,R,S,X,,11/22/2021,09/19/2024
2025Q1,GA2770013,5,08/20/2024,ST,SNSV,R,M,N,Z,Z,R,N,N,R,R,X,,11/14/2024,03/20/2025
2025Q1,GA2770020,1,08/11/2004,ST,SNSV,X,R,,X,X,X,X,R,X,X,,,11/15/2005,06/18/2018
2025Q1,GA2770021,1,10/13/2005,ST,SNSV,X,M,,X,X,X,X,X,X,X,,,02/16/2006,06/18/2018
2025Q1,GA2770025,1,08/23/2005,ST,SNSV,R,X,,X,X,X,X,X,R,X,,,11/15/2005,06/18/2018
2025Q1,GA2770026,1,06/05/2012,ST,SNSV,N,M,N,Z,Z,N,M,M,R,R,X,,08/19/2014,03/12/2020
2025Q1,GA2770028,1,08/23/2005,ST,SNSV,R,X,,X,X,X,X,R,X,X,,,11/15/2005,06/18/2018
2025Q1,GA2770032,1,02/13/2008,ST,SNSV,X,N,,X,X,N,R,R,N,R,,,05/28/2008,05/26/2011
2025Q1,GA2770032,2,09/18/2012,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,11/16/2012,03/12/2020
2025Q1,GA2770032,3,09/10/2015,ST,SNSV,R,M,M,Z,Z,N,M,N,R,N,X,,11/19/2015,03/12/2020
2025Q1,GA2770032,4,08/28/2018,SA,SNSV,R,M,N,Z,Z,N,M,N,M,N,X,,09/28/2018,09/20/2021
2025Q1,GA2770032,5,07/13/2021,SA,SNSV,R,M,N,Z,Z,N,M,N,R,R,X,,11/22/2021,09/19/2024
2025Q1,GA2770032,6,05/01/2024,ST,SNSV,N,R,N,Z,Z,N,M,N,R,R,X,,08/12/2024,03/20/2025
2025Q1,GA2770071,1,01/16/2008,ST,SNSV,R,M,,N,X,S,N,N,M,N,,,05/28/2008,02/18/2011
2025Q1,GA2770071,2,09/18/2012,ST,SNSV,N,M,N,N,N,N,M,N,R,N,N,,11/16/2012,03/12/2020
2025Q1,GA2770071,3,06/13/2018,ST,SNSV,M,S,N,Z,Z,N,M,Z,R,N,X,,08/16/2018,06/17/2021
2025Q1,GA2770071,4,07/20/2022,SA,SNSV,M,M,M,Z,Z,S,M,Z,M,N,X,,11/17/2022,03/20/2025
2025Q1,GA2770071,5,06/15/2023,SA,INVG,X,X,X,X,X,S,X,X,X,X,X,,08/10/2023,03/20/2025
2025Q1,GA2770085,1,06/23/2004,ST,SNSV,R,X,,X,X,X,X,X,R,X,,,11/15/2005,08/29/2007
2025Q1,GA2770085,2,06/23/2010,ST,SNSV,N,M,M,Z,Z,N,N,N,N,N,X,,08/19/2014,03/12/2020
2025Q1,GA2770085,3,01/07/2016,ST,SNSV,R,M,N,Z,Z,N,R,N,R,R,X,,05/13/2016,03/12/2020
2025Q1,GA2770085,4,10/22/2020,SA,SNSV,M,M,N,Z,Z,N,M,N,R,R,X,,02/16/2021,12/21/2023
2025Q1,GA2770129,1,09/29/2006,ST,SNSV,N,N,,N,N,S,N,N,R,N,,,11/22/2006,11/16/2009
2025Q1,GA2770129,2,10/18/2012,ST,SNSV,M,M,N,Z,Z,M,N,N,N,N,X,,08/19/2014,03/12/2020
2025Q1,GA2770129,3,06/13/2018,ST,SNSV,R,S,N,Z,Z,N,M,Z,R,N,X,,08/16/2018,06/17/2021
2025Q1,GA2770129,4,01/16/2019,ST,LV1A,N,N,N,N,N,N,N,N,N,N,N,,05/21/2019,03/17/2022
2025Q1,GA2770129,5,08/23/2022,SA,SNSV,R,R,N,Z,Z,N,R,Z,R,N,X,,11/17/2022,03/20/2025
2025Q1,GA2770130,1,08/23/2005,ST,SSVF,R,X,,X,X,X,X,X,R,X,,,11/15/2005,06/18/2018
2025Q1,GA2770132,1,09/06/2007,ST,SNSV,R,M,,N,X,N,N,N,N,N,,,11/16/2007,03/12/2020
2025Q1,GA2770132,2,12/05/2012,ST,SNSV,R,M,R,Z,Z,N,N,M,N,N,X,,08/19/2014,03/12/2020
2025Q1,GA2770132,3,06/02/2016,ST,SNSV,M,M,N,Z,Z,N,M,R,R,N,X,,08/20/2016,03/12/2020
2025Q1,GA2770132,4,01/25/2019,ST,LV1A,N,N,N,N,N,N,N,N,N,N,N,,05/21/2019,03/17/2022
2025Q1,GA2770132,5,12/30/2020,SA,SNSV,R,M,N,Z,Z,N,M,R,R,M,X,,02/16/2021,03/26/2024
2025Q1,GA2770132,6,04/08/2021,SA,SSVF,X,X,X,X,X,X,X,X,X,N,X,Performed a follow-up visit following the 12/30/20 Sanitary Survey Inspection.  The free chlorine in the distribution system registered as 2.24 mg/L.,08/09/2021,06/20/2024
2025Q1,GA2770132,7,09/20/2023,ST,SNSV,N,M,N,Z,Z,N,M,N,R,N,X,,11/28/2023,03/20/2025
2025Q1,GA2770133,1,08/11/2004,ST,SNSV,X,R,,X,X,X,X,X,R,X,,,11/15/2005,11/16/2007
2025Q1,GA2770136,1,07/29/2010,ST,SNSV,M,N,M,Z,Z,N,N,N,N,N,X,,08/19/2014,03/12/2020
2025Q1,GA2770136,2,09/10/2015,ST,SNSV,R,M,N,Z,Z,N,N,M,R,N,X,,11/19/2015,03/12/2020
2025Q1,GA2770136,3,07/29/2020,SA,SNSV,M,S,N,Z,X,N,M,N,R,M,X,,11/16/2020,09/27/2023
2025Q1,GA2770137,1,09/06/2007,ST,SNSV,R,N,,X,X,X,N,N,N,N,,,11/16/2007,08/27/2010
2025Q1,GA2770137,2,12/05/2012,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,08/19/2014,03/12/2020
2025Q1,GA2770137,3,09/05/2018,ST,SNSV,R,M,N,Z,Z,N,M,N,R,N,X,,09/28/2018,09/20/2021
2025Q1,GA2770137,4,09/28/2021,SA,SNSV,R,S,N,Z,Z,N,N,N,R,M,X,,11/22/2021,12/18/2024
2025Q1,GA2770137,5,11/24/2021,SA,SSVF,X,N,X,Z,Z,X,X,X,X,X,X,Performed site visit to check whether Well 101 had been disconnected pending Source Approval as requested in the 9/28/21 SSI.  It had.  Additionally checked for a flushing hydrant on Whiddon Mill Road as requested.  No flushing hydrant was in evidence.,02/23/2022,12/18/2024
2025Q1,GA2770137,6,09/25/2024,ST,SNSV,N,M,N,Z,Z,N,N,N,R,N,X,,11/14/2024,03/20/2025
2025Q1,GA2770139,1,12/08/2011,ST,SNSV,N,N,R,Z,Z,N,N,N,N,N,X,,08/19/2014,12/20/2021
2025Q1,GA2770139,2,03/23/2017,ST,SNSV,R,M,N,Z,Z,N,M,N,R,M,X,,05/26/2017,03/20/2025
2025Q1,GA2770142,1,10/28/2019,SA,SNSV,R,N,N,Z,Z,N,R,N,R,N,X,,12/11/2019,03/20/2025
2025Q1,GA2770142,2,11/12/2024,ST,SNSV,M,N,N,Z,Z,N,R,N,R,N,X,,02/11/2025,03/20/2025
2025Q1,GA2790000,1,04/20/2004,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/18/2007,05/18/2010
2025Q1,GA2790000,2,05/01/2008,ST,SNSV,R,N,,N,X,N,R,N,N,R,,,08/25/2008,05/26/2011
2025Q1,GA2790000,4,08/24/2016,ST,SNSV,N,N,N,Z,Z,N,N,N,M,M,Z,,11/23/2016,03/12/2020
2025Q1,GA2790000,5,05/01/2019,ST,SNSV,R,S,N,Z,Z,N,M,S,S,S,Z,,08/14/2019,06/27/2022
2025Q1,GA2790000,6,07/25/2022,ST,SNSV,R,N,N,Z,Z,N,N,R,R,R,X,,11/17/2022,03/20/2025
2025Q1,GA2790001,1,08/30/2006,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/18/2007,05/18/2010
2025Q1,GA2790001,2,06/22/2011,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/28/2011,06/18/2018
2025Q1,GA2790001,3,08/24/2016,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,Z,,11/23/2016,03/12/2020
2025Q1,GA2790001,4,02/18/2021,ST,SNSV,N,N,N,Z,Z,N,M,N,M,M,X,,05/14/2021,09/19/2024
2025Q1,GA2790001,5,01/29/2024,ST,SNSV,M,N,N,Z,Z,N,M,N,N,N,Z,,05/21/2024,03/20/2025
2025Q1,GA2790002,1,11/09/2005,ST,SNSV,N,M,,N,N,N,N,M,M,N,,,02/16/2006,03/13/2009
2025Q1,GA2790002,2,02/11/2010,ST,SNSV,R,N,,N,X,N,R,N,N,R,,,05/18/2010,06/18/2018
2025Q1,GA2790002,3,06/21/2016,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,08/20/2016,03/12/2020
2025Q1,GA2790002,4,04/11/2019,ST,SNSV,N,N,N,Z,Z,N,M,M,N,N,Z,,08/14/2019,06/27/2022
2025Q1,GA2790002,5,07/01/2021,SA,SRCE,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,11/22/2021,09/19/2024
2025Q1,GA2790002,6,07/14/2022,ST,SNSV,N,R,R,Z,Z,N,N,N,N,N,X,,11/17/2022,03/20/2025
2025Q1,GA2790002,7,10/16/2023,ST,LV1A,Z,N,Z,N,Z,Z,Z,N,N,N,Z,No deficiencies noted. A review of sampling methods and equipment preparation is being completed with all appropriate personnel,02/28/2024,03/20/2025
2025Q1,GA2790002,8,04/17/2024,ST,LV2A,R,M,N,Z,Z,N,N,N,N,R,X,,08/12/2024,03/20/2025
2025Q1,GA2790003,1,02/04/2005,ST,SNSV,N,N,,N,N,N,N,N,M,M,,,11/15/2005,02/25/2008
2025Q1,GA2790003,2,05/18/2010,ST,SNSV,N,M,,N,X,N,N,N,N,N,,,08/27/2010,06/18/2018
2025Q1,GA2790003,3,09/18/2015,ST,SNSV,N,M,N,N,N,N,M,M,N,N,X,,11/19/2015,03/12/2020
2025Q1,GA2790003,4,06/16/2020,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,06/25/2020,06/27/2023
2025Q1,GA2790004,1,09/27/2004,ST,SNSV,R,R,,X,X,X,R,M,X,X,,,11/15/2005,11/16/2007
2025Q1,GA2790004,2,02/04/2008,ST,SNSV,R,M,,N,X,R,R,M,R,M,,,08/25/2008,05/26/2011
2025Q1,GA2790004,4,07/24/2017,ST,SNSV,M,M,R,Z,Z,N,Z,M,N,N,Z,,11/15/2017,09/21/2020
2025Q1,GA2790004,5,09/27/2019,ST,LV1A,N,N,N,N,N,N,N,N,N,N,N,,02/10/2020,03/28/2023
2025Q1,GA2790004,6,07/22/2020,ST,SNSV,N,N,R,Z,N,N,N,N,N,N,X,,11/16/2020,09/27/2023
2025Q1,GA2790004,7,07/11/2023,ST,SNSV,N,M,M,Z,Z,N,N,M,M,N,X,,11/28/2023,03/20/2025
2025Q1,GA2790005,10,07/24/2018,ST,SMPL,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,02/15/2019,12/20/2021
2025Q1,GA2790005,11,11/14/2018,ST,OTHR,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,02/15/2019,12/20/2021
2025Q1,GA2790005,12,04/09/2019,ST,SMPL,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Chlorine Residual: 1.0 ppm  Pressure: 36 PSI,08/14/2019,06/27/2022
2025Q1,GA2790005,13,09/14/2020,ST,SNSV,R,N,N,Z,Z,S,M,N,M,N,X,,11/16/2020,12/21/2023
2025Q1,GA2790005,14,07/11/2023,ST,SNSV,N,X,N,Z,Z,N,N,N,M,N,X,Well is encased in cinderblock and concrete structure. Operator is looking into ways to view structure to determine best method for opening.,11/28/2023,03/20/2025
2025Q1,GA2790005,2,04/23/2008,ST,SNSV,R,M,,R,R,R,R,R,R,R,,,08/25/2008,05/26/2011
2025Q1,GA2790005,3,07/26/2011,ST,SNSV,N,N,N,N,N,M,M,N,N,N,X,,11/19/2015,03/12/2020
2025Q1,GA2790005,4,02/19/2014,ST,SNSV,R,R,N,Z,Z,R,R,N,N,R,X,,11/23/2016,03/12/2020
2025Q1,GA2790005,5,03/09/2017,ST,SNSV,M,M,N,Z,Z,S,S,S,R,N,X,,09/06/2017,06/24/2020
2025Q1,GA2790005,6,05/08/2018,ST,FUFE,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/16/2018,09/20/2021
2025Q1,GA2790005,7,05/22/2018,ST,SMPL,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/16/2018,09/20/2021
2025Q1,GA2790005,8,07/30/2018,ST,SMPL,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,09/28/2018,09/20/2021
2025Q1,GA2790005,9,10/15/2018,ST,SMPL,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,02/15/2019,12/20/2021
2025Q1,GA2790010,1,02/16/2006,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/18/2007,05/18/2010
2025Q1,GA2790010,2,09/24/2010,ST,SNSV,M,M,,N,X,N,M,N,N,M,,,02/18/2011,06/18/2018
2025Q1,GA2790010,3,08/16/2016,ST,SNSV,N,N,N,Z,Z,N,M,N,N,M,Z,,11/23/2016,03/12/2020
2025Q1,GA2790010,4,10/31/2018,ST,SNSV,R,N,R,Z,N,N,N,N,N,N,X,,02/15/2019,12/20/2021
2025Q1,GA2790010,5,11/10/2021,ST,SNSV,N,R,M,Z,X,N,M,N,N,M,X,,02/23/2022,12/18/2024
2025Q1,GA2790015,2,07/15/2008,ST,SNSV,R,N,,X,X,N,M,N,N,N,,,12/03/2008,08/18/2011
2025Q1,GA2790015,3,07/01/2011,ST,SNSV,N,M,N,Z,Z,N,M,M,N,N,Z,,11/19/2015,03/12/2020
2025Q1,GA2790015,6,11/14/2018,ST,SNSV,N,R,N,Z,N,N,R,R,N,N,X,,02/15/2019,12/20/2021
2025Q1,GA2790015,7,04/09/2019,ST,CNST,Z,M,Z,Z,Z,Z,Z,N,N,N,Z,The meter was ahead of the check valve  There was no 2x2x1 tee with pressure gage (required by minimum standards)  There was no blow off from the well (one on the tank),08/14/2019,06/27/2022
2025Q1,GA2790015,8,11/17/2021,ST,SNSV,R,M,N,Z,Z,N,R,R,R,R,X,,08/16/2022,03/20/2025
2025Q1,GA2790027,1,02/11/2006,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/18/2007,05/18/2010
2025Q1,GA2790027,2,06/22/2011,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/28/2011,06/18/2018
2025Q1,GA2790027,3,09/24/2014,ST,SNSV,N,R,N,N,M,N,R,M,N,R,X,,11/17/2014,03/12/2020
2025Q1,GA2790027,4,09/21/2016,WD,LV1A,N,N,N,N,N,N,N,N,N,N,N,,02/21/2018,03/17/2021
2025Q1,GA2790027,5,04/09/2019,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,08/14/2019,06/27/2022
2025Q1,GA2790027,6,11/10/2021,ST,SNSV,Z,N,N,Z,X,N,R,N,N,N,X,,02/23/2022,12/18/2024
2025Q1,GA2790028,2,07/11/2005,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/18/2007,05/18/2010
2025Q1,GA2790028,3,06/19/2012,ST,SNSV,R,M,Z,Z,R,Z,Z,Z,Z,Z,Z,,02/20/2013,06/18/2018
2025Q1,GA2790028,4,04/03/2012,ST,SNSV,Z,N,Z,Z,Z,Z,Z,N,N,N,Z,,05/14/2013,03/12/2020
2025Q1,GA2790028,5,09/18/2015,ST,SNSV,N,M,N,N,N,N,M,N,N,N,N,,11/19/2015,03/12/2020
2025Q1,GA2790028,6,04/03/2018,ST,SNSV,N,N,N,Z,R,R,N,N,N,N,X,,08/16/2018,06/17/2021
2025Q1,GA2790028,7,03/22/2021,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,05/14/2021,09/19/2024
2025Q1,GA2790032,1,05/15/2009,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,08/20/2009,03/12/2020
2025Q1,GA2790032,2,09/26/2013,ST,SNSV,R,M,N,N,Z,N,N,N,R,N,X,,02/22/2016,09/27/2023
2025Q1,GA2770006,1,03/29/2004,ST,SNSV,R,R,,X,X,X,X,X,X,X,,,11/15/2005,05/28/2008
2025Q1,GA2770010,1,05/26/2005,ST,SNSV,R,X,,X,X,X,X,X,X,X,,,11/15/2005,06/18/2018
2025Q1,GA2770013,1,06/23/2004,ST,SNSV,X,R,,X,X,X,X,X,R,R,,,11/15/2005,08/29/2007
2025Q1,GA2770015,1,08/11/2004,ST,SNSV,X,R,,X,X,X,X,R,X,X,,,11/15/2005,06/18/2018
2025Q1,GA2790000,3,09/24/2013,ST,SNSV,N,R,N,Z,Z,N,N,N,N,N,Z,,02/22/2016,03/12/2020
2025Q1,GA2790004,3,09/24/2013,ST,SNSV,R,R,R,Z,Z,N,R,M,R,R,Z,,02/22/2016,03/12/2020
2025Q1,GA2790015,4,04/17/2013,ST,SNSV,N,M,N,Z,Z,N,N,N,N,N,Z,,02/22/2016,03/12/2020
2025Q1,GA2790005,1,03/09/2004,ST,SNSV,N,R,,N,X,M,N,R,N,N,,,11/15/2005,05/18/2007
2025Q1,GA2790015,1,02/23/2005,ST,SNSV,N,S,,N,N,N,N,N,N,N,,,11/15/2005,05/28/2008
2025Q1,GA2790028,1,07/11/2005,ST,SSVF,N,N,,N,X,N,N,N,N,N,,,11/15/2005,08/25/2008
2025Q1,GA2790015,5,09/23/2016,ST,SNSV,N,R,N,N,X,N,N,R,N,N,X,"At the time of inspection, there was no chlorine in the system due to pump failure. The issue was fixed immediately. They are also under a consent order for ongoing radiological contaminants.",11/23/2016,03/12/2020
2025Q1,GA2790032,3,08/16/2016,ST,SNSV,N,M,N,Z,Z,N,N,N,N,M,Z,,11/23/2016,03/20/2025
2025Q1,GA2790032,4,11/14/2018,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,02/15/2019,03/20/2025
2025Q1,GA2790032,5,11/07/2023,ST,SNSV,N,N,R,Z,Z,N,N,M,R,N,X,,02/28/2024,03/20/2025
2025Q1,GA2790033,1,03/09/2004,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/18/2007,05/18/2010
2025Q1,GA2790033,2,05/22/2008,ST,SNSV,R,M,,N,R,R,R,M,R,R,,,08/25/2008,05/26/2011
